Tasks: 946 total,   1 running, 945 sleeping,   0 stopped,   0 zombie
  Mem:  5701156K total,  5598900K used,   102256K free,     2612K buffers
 Swap:  4194300K total,  1483264K used,  2711036K free,  2120804K cached
800%cpu 110%user   3%nice  71%sys 606%idle   0%iow  10%irq   0%sirq   0%host
  PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
  505 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-sipa_]
  504 root         20   0    0    0    0 S  0.0   0.0   0:00.56 [touch_boost]
  503 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-mt_us]
  502 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [core_ctl_v3/6]
  501 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [core_ctl_v3/0]
  500 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-fpt_c]
  499 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-fpt_c]
  498 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-mt_mi]
  497 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-fbt_c]
  496 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-compo]
  495 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-mt_fs]
  492 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-lt_wq]
  491 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [pause_drain_rqs]
  483 root         -2   0    0    0    0 S  0.0   0.0   0:01.72 [psimon]
  482 root         20   0    0    0    0 S  0.0   0.0   0:20.83 [ipi_cpu_dvfs_rtask]
  477 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [bp_notify_thread]
  476 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  475 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-task_]
  474 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  473 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-task_]
  472 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  471 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-RSC-C]
  470 system       20   0  10G 3.9M 3.8M S  0.0   0.0   0:00.16 vndservicemanager /dev/vndbinder
  469 system       20   0  10G 3.7M 3.1M S  0.0   0.0   0:00.76 hwservicemanager
  468 system       20   0  10G 4.1M 3.1M S  0.0   0.0   0:33.09 servicemanager
  467 lmkd         -2   0  10G 6.3M 5.0M S  0.0   0.1   0:15.33 lmkd
  465 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccu-enque]
  464 root         RT   0    0    0    0 S  0.0   0.0   0:00.26 [irq/355-ccu]
  463 root         20   0    0    0    0 S  0.0   0.0   0:00.20 [qos_ipi_recv]
  461 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-bcct_]
  460 root          0 -20    0    0    0 S  0.0   0.0   0:02.25 [krtatm]
  459 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp-ppm]
  458 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [scp_power_reset]
  457 root         20   0    0    0    0 D  0.0   0.0   0:09.32 [chre_kthread]
  456 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ipi_m]
  455 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [hf_manager]
  454 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-sspm_]
  453 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-SSPM_]
  452 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-mcupm]
  451 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-SCP_T]
  450 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-SCP_R]
  449 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-SCP_L]
  448 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-SCP_W]
  447 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_spd]
  446 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_ctrl]
  445 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_sys]
  444 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_ipc_8]
  443 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_ipc_7]
  442 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_ipc_6]
  441 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_ipc_3]
  440 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_udc]
  439 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_rpc_k]
  438 root         20   0    0    0    0 D  0.0   0.0   0:00.01 [ccci_poll]
  437 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [ccci_fsm]
  436 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-pool_]
  435 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  434 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  433 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  432 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  431 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  430 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  429 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  428 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  427 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  426 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  425 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  424 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  423 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  422 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  421 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  420 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  419 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  418 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  417 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  416 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  415 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  414 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  413 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  412 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  411 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ccmni]
  410 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  409 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  408 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  407 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  406 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  405 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  404 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  403 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  402 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  401 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  400 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  399 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  398 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  397 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  396 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  395 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  394 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  393 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  392 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  391 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  390 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  389 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  388 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  387 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  386 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  385 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  384 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  383 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-task_]
  382 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  381 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  380 root         20   0    0    0    0 S  0.0   0.0   0:09.34 [dlpt_notify_thread]
  379 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [conn-md-thread]
  378 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [pt_notify_thread]
  377 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [btif_rxd]
  376 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-tmem_]
  375 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-tmem_]
  374 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-tmem_]
  373 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-tmem_]
  372 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-tmem_]
  371 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-tmem_]
  370 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-tmem_]
  369 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-tmem_]
  368 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  366 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [aal_sof_0]
  365 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-aal_r]
  364 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-pure_]
  363 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_drm_bind]
  362 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [smi_info_dump_thread]
  361 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [mode_switch]
  360 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [signal_fence]
  359 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sf_pf_release_thread]
  358 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [pf_release_thread]
  357 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  356 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [smi_info_dump_thread]
  355 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [mode_switch]
  354 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [signal_fence]
  353 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sf_pf_release_thread]
  352 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [pf_release_thread]
  351 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  350 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [smi_info_dump_thread]
  349 root         RT   0    0    0    0 S  0.0   0.0   0:00.14 [mode_switch]
  348 root         RT   0    0    0    0 S  0.0   0.0   1:59.58 [signal_fence]
  347 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sf_pf_release_thread]
  346 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [pf_release_thread]
  345 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [ddp_cmdq_trig]
  344 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [ddp_trig_d]
  343 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [ddp_trig]
  342 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [decouple_update_rdma_cfg]
  341 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_drm_fake_vsync:0]
  340 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [err_flag_chk]
  339 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/43-esd_err_irq]
  338 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_drm_cwb]
  337 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [enable_vblank]
  336 root         RT   0    0    0    0 S  0.0   0.0   0:13.15 [dis_ki-0]
  335 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_drm_disp_idlemgr-0]
  334 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  333 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  332 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  331 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  330 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [card0-crtc3]
  329 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [card0-crtc2]
  328 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [card0-crtc1]
  327 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [card0-crtc0]
  326 root          0 -20    0    0    0 S  0.0   0.0   0:00.13 [id0_trusty_c/0]
  325 root          0 -20    0    0    0 S  0.0   0.0   0:00.00 [id0_trusty_k/2]
  324 root          0 -20    0    0    0 S  0.0   0.0   0:00.00 [id0_trusty_k/1]
  323 root          0 -20    0    0    0 S  0.0   0.0   0:00.00 [id0_trusty_k/0]
  322 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [disp_feature:0]
  321 root          0 -20    0    0    0 S  0.0   0.0   0:00.00 [trusty_poll_task]
  320 root          1 -19    0    0    0 S  0.0   0.0   0:00.00 [id0_trusty_n/7]
  319 root          1 -19    0    0    0 S  0.0   0.0   0:00.00 [id0_trusty_n/6]
  318 root          1 -19    0    0    0 S  0.0   0.0   0:00.00 [id0_trusty_n/5]
  317 root          1 -19    0    0    0 S  0.0   0.0   0:00.00 [id0_trusty_n/4]
  316 root          1 -19    0    0    0 S  0.0   0.0   0:00.00 [id0_trusty_n/3]
  315 root          1 -19    0    0    0 S  0.0   0.0   0:00.00 [id0_trusty_n/2]
  314 root          1 -19    0    0    0 S  0.0   0.0   0:00.00 [id0_trusty_n/1]
  313 root          1 -19    0    0    0 S  0.0   0.0   0:00.47 [id0_trusty_n/0]
  312 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  311 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  310 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  309 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/322-amms_irq]
  302 root         10 -10    0    0    0 S  0.0   0.0   0:00.00 [krfcommd]
  288 prng_seeder  20   0  10G 3.4M 3.4M S  0.0   0.0   0:00.72 prng_seeder
  284 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ext4-]
  283 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ext4-]
  282 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ext4-]
  278 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  277 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  274 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  269 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  264 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  263 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  259 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  258 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  257 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  256 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  254 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  251 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  249 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  248 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  247 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  246 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  245 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  243 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  242 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  241 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  240 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  227 root         20   0  10G 4.5M 3.2M S  0.0   0.0   0:07.85 ueventd
  226 root         20   0  11G 3.7M 2.9M S  0.0   0.0   0:01.37 init subcontext u:r:vendor_init:s0 17
  219 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kveri]
  218 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  216 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kveri]
  215 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  213 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kveri]
  212 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  211 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kveri]
  210 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  209 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kveri]
  208 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  207 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kveri]
  206 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  204 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kveri]
  203 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  202 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kveri]
  201 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  200 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  199 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  198 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  197 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  196 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  195 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  194 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  193 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  192 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  191 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  190 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  189 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  188 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  187 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  186 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  185 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kdmfl]
  184 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ext4-]
  183 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [jbd2/sdc14-8]
  179 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-regul]
  178 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [cmdq_buffer_usage]
  177 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  176 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  175 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  174 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  173 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-cmdq_]
  172 root         20   0    0    0    0 S  0.0   0.0   0:16.18 [cmdq_irq_thread]
  171 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-extco]
  170 root         RT   0    0    0    0 S  0.0   0.0   0:00.01 [tcpc_event_type_c_port0]
  169 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [pe50_algo_task]
  168 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [attach_thread]
  167 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [power_misc_thread]
  166 root         20   0    0    0    0 S  0.0   0.0   0:00.42 [battery_manager_thread]
  163 root         20   0    0    0    0 S  0.0   0.0   0:00.28 [fgauge]
  162 root         20   0    0    0    0 S  0.0   0.0   0:00.15 [fgauge gct]
  161 root         20   0    0    0    0 S  0.0   0.0   0:01.16 [mtk_bat_irq_thread]
  159 root         RT   0    0    0    0 S  0.0   0.0   0:00.02 [irq/35-type_c_port0-IRQ]
  158 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/90-usbid_evt]
  157 root         RT   0    0    0    0 S  0.0   0.0   0:00.01 [tcpc_timer_type_c_port0]
  156 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-pe_pa]
  155 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [mivr_thread.mt6360-chg.2.auto]
  154 root         RT   0    0    0    0 S  0.0   0.0   0:17.64 [irq/305-musb-hdrc]
  153 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-usb20]
  151 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-lbat_]
  150 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/30-11240000.mmc cd]
  149 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/304-11240000.mmc]
  147 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/36-mt6360_irqs]
  146 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/44-sc8551x-standalone-irq]
  145 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [dma_pool_fill_thread]
  144 root         39  19    0    0    0 S  0.0   0.0   0:03.50 [dmabuf-deferred-free-worker]
  143 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-mmdvf]
  134 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ufs_c]
  133 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ufs_e]
  132 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ufs_m]
  131 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ufs_m]
  130 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-scsi_]
  129 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [scsi_eh_0]
  128 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/236-event_4]
  127 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/236-event_3]
  126 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/236-event_2]
  125 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/236-event_1]
  124 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/236-event_0]
  123 root         RT   0    0    0    0 S  0.0   0.0   0:00.09 [irq/144-mt6358-irq]
  121 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi7]
  120 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi6]
  119 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi5]
  118 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi4]
  117 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi3]
  116 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi2]
  115 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi1]
  114 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi0]
  112 root         20   0    0    0    0 S  0.0   0.0   0:00.09 [hwrng]
  111 root         RT   0    0    0    0 D  0.0   0.0   0:00.08 [wdtk-7]
  110 root         RT   0    0    0    0 D  0.0   0.0   0:00.08 [wdtk-6]
  109 root         RT   0    0    0    0 D  0.0   0.0   0:00.15 [wdtk-5]
  108 root         RT   0    0    0    0 D  0.0   0.0   0:01.26 [wdtk-4]
  107 root         RT   0    0    0    0 D  0.0   0.0   0:00.14 [wdtk-3]
  106 root         RT   0    0    0    0 D  0.0   0.0   0:00.14 [wdtk-2]
  105 root         RT   0    0    0    0 D  0.0   0.0   0:00.14 [wdtk-1]
  104 root         RT   0    0    0    0 D  0.0   0.0   0:00.14 [wdtk-0]
  103 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-mt-wd]
  102 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [hang_detect1]
  101 root         RT   0    0    0    0 D  0.0   0.0   0:00.01 [hang_detect]
   99 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-ipv6_]
   98 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-mld]
   97 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-dm_bu]
